timestamp,start_time,end_time,duration_seconds,protocol_file,protocol_name,provider,model,tokens_used,full_protocol,parse_valid,parse_issues,api_error,llm_total_goals,ofmc_total_goals,llm_goal_index,llm_attack,llm_number_goals,llm_goal,llm_reasoning,ofmc_attack,ofmc_number_goals,ofmc_goal,ofmc_all_verdicts
2026-04-20T21:38:12.459158,2026-04-20T21:34:06.207989,2026-04-20T21:38:12.459151,246.251,Amended_NSCK_AnB.AnBx,jg3ycd92mwnr AnB,DeepSeek,deepseek-reasoner,8387,"Protocol: jg3ycd92mwnr AnB

Types:
	Agent A1,A2,a3;
	Number N4,N5,N6;
	Symmetric_key K7;
	Function [Number -> Number] pre;
	Function [Agent,Agent ->* SymmetricKey] shk;

Knowledge:
	A1: A1,A2,a3,pre,shk(A1,a3);
	A2: A2,A1,a3,pre,shk(A2,a3);
	a3: A1,A2,a3,shk(A1,a3),shk(A2,a3);
	A1,a3 share shk(A1,a3);
	A2,a3 share shk(A2,a3)

Actions:
	A1 -> A2: A1
	A2 -> A1: {|A1,N6|}shk(A2,a3)
	A1 -> a3: A1,A2,N4,{|A1,N6|}shk(A2,a3)
	a3 -> A1: {|N4,A2,K7,{|K7,N6,A1|}shk(A2,a3)|}shk(A1,a3)
	A1 -> A2: {|K7,N6,A1|}shk(A2,a3)
	A2 -> A1: {|N5|}K7
	A1 -> A2: {|pre(N5)|}K7

Goals:
	A1 authenticates A2 on N5
	A2 authenticates A1 on N5
	N5 secret between A1,A2
	A2 *->* A1: N5
	A1 authenticates a3 on K7
	A2 authenticates a3 on K7
",True,,,6,0,0,NO_ATTACK,1,A1 authenticates A2 on N5,"A1 receives N5 encrypted with session key K7 in step 6. K7 is securely distributed via a3 using long-term keys shk(A1,a3) and shk(A2,a3), unknown to the intruder. Only A2 (besides A1) knows K7, so the ciphertext must originate from A2. Freshness is provided by A2's generation of N5.",,,,
2026-04-20T21:38:12.459158,2026-04-20T21:34:06.207989,2026-04-20T21:38:12.459151,246.251,Amended_NSCK_AnB.AnBx,jg3ycd92mwnr AnB,DeepSeek,deepseek-reasoner,8387,"Protocol: jg3ycd92mwnr AnB

Types:
	Agent A1,A2,a3;
	Number N4,N5,N6;
	Symmetric_key K7;
	Function [Number -> Number] pre;
	Function [Agent,Agent ->* SymmetricKey] shk;

Knowledge:
	A1: A1,A2,a3,pre,shk(A1,a3);
	A2: A2,A1,a3,pre,shk(A2,a3);
	a3: A1,A2,a3,shk(A1,a3),shk(A2,a3);
	A1,a3 share shk(A1,a3);
	A2,a3 share shk(A2,a3)

Actions:
	A1 -> A2: A1
	A2 -> A1: {|A1,N6|}shk(A2,a3)
	A1 -> a3: A1,A2,N4,{|A1,N6|}shk(A2,a3)
	a3 -> A1: {|N4,A2,K7,{|K7,N6,A1|}shk(A2,a3)|}shk(A1,a3)
	A1 -> A2: {|K7,N6,A1|}shk(A2,a3)
	A2 -> A1: {|N5|}K7
	A1 -> A2: {|pre(N5)|}K7

Goals:
	A1 authenticates A2 on N5
	A2 authenticates A1 on N5
	N5 secret between A1,A2
	A2 *->* A1: N5
	A1 authenticates a3 on K7
	A2 authenticates a3 on K7
",True,,,6,0,1,NO_ATTACK,1,A2 authenticates A1 on N5,"A2 receives {|pre(N5)|}K7 in step 7. Only an entity that knows both N5 and K7 can produce this. A1 is the only other party who knows K7 and received N5 (via step 6), thus authenticating A1 to A2 on N5.",,,,
2026-04-20T21:38:12.459158,2026-04-20T21:34:06.207989,2026-04-20T21:38:12.459151,246.251,Amended_NSCK_AnB.AnBx,jg3ycd92mwnr AnB,DeepSeek,deepseek-reasoner,8387,"Protocol: jg3ycd92mwnr AnB

Types:
	Agent A1,A2,a3;
	Number N4,N5,N6;
	Symmetric_key K7;
	Function [Number -> Number] pre;
	Function [Agent,Agent ->* SymmetricKey] shk;

Knowledge:
	A1: A1,A2,a3,pre,shk(A1,a3);
	A2: A2,A1,a3,pre,shk(A2,a3);
	a3: A1,A2,a3,shk(A1,a3),shk(A2,a3);
	A1,a3 share shk(A1,a3);
	A2,a3 share shk(A2,a3)

Actions:
	A1 -> A2: A1
	A2 -> A1: {|A1,N6|}shk(A2,a3)
	A1 -> a3: A1,A2,N4,{|A1,N6|}shk(A2,a3)
	a3 -> A1: {|N4,A2,K7,{|K7,N6,A1|}shk(A2,a3)|}shk(A1,a3)
	A1 -> A2: {|K7,N6,A1|}shk(A2,a3)
	A2 -> A1: {|N5|}K7
	A1 -> A2: {|pre(N5)|}K7

Goals:
	A1 authenticates A2 on N5
	A2 authenticates A1 on N5
	N5 secret between A1,A2
	A2 *->* A1: N5
	A1 authenticates a3 on K7
	A2 authenticates a3 on K7
",True,,,6,0,2,NO_ATTACK,1,"N5 secret between A1,A2","N5 is only transmitted encrypted with K7 (steps 6 and 7). K7 is secret between A1 and A2, as it is distributed by a3 via encryptions under shk(A1,a3) and shk(A2,a3), which the intruder does not know. The one-way function pre does not leak N5.",,,,
2026-04-20T21:38:12.459158,2026-04-20T21:34:06.207989,2026-04-20T21:38:12.459151,246.251,Amended_NSCK_AnB.AnBx,jg3ycd92mwnr AnB,DeepSeek,deepseek-reasoner,8387,"Protocol: jg3ycd92mwnr AnB

Types:
	Agent A1,A2,a3;
	Number N4,N5,N6;
	Symmetric_key K7;
	Function [Number -> Number] pre;
	Function [Agent,Agent ->* SymmetricKey] shk;

Knowledge:
	A1: A1,A2,a3,pre,shk(A1,a3);
	A2: A2,A1,a3,pre,shk(A2,a3);
	a3: A1,A2,a3,shk(A1,a3),shk(A2,a3);
	A1,a3 share shk(A1,a3);
	A2,a3 share shk(A2,a3)

Actions:
	A1 -> A2: A1
	A2 -> A1: {|A1,N6|}shk(A2,a3)
	A1 -> a3: A1,A2,N4,{|A1,N6|}shk(A2,a3)
	a3 -> A1: {|N4,A2,K7,{|K7,N6,A1|}shk(A2,a3)|}shk(A1,a3)
	A1 -> A2: {|K7,N6,A1|}shk(A2,a3)
	A2 -> A1: {|N5|}K7
	A1 -> A2: {|pre(N5)|}K7

Goals:
	A1 authenticates A2 on N5
	A2 authenticates A1 on N5
	N5 secret between A1,A2
	A2 *->* A1: N5
	A1 authenticates a3 on K7
	A2 authenticates a3 on K7
",True,,,6,0,3,NO_ATTACK,1,A2 *->* A1: N5,"A2 generates fresh N5 and sends it encrypted with K7 to A1. A1 responds with pre(N5) encrypted with K7. Both parties have authenticated each other via K7, which is bound to their identities through a3's key distribution (using nonces N4 and N6 for freshness). Thus, A2 and A1 agree on the value and sharing of N5.",,,,
2026-04-20T21:38:12.459158,2026-04-20T21:34:06.207989,2026-04-20T21:38:12.459151,246.251,Amended_NSCK_AnB.AnBx,jg3ycd92mwnr AnB,DeepSeek,deepseek-reasoner,8387,"Protocol: jg3ycd92mwnr AnB

Types:
	Agent A1,A2,a3;
	Number N4,N5,N6;
	Symmetric_key K7;
	Function [Number -> Number] pre;
	Function [Agent,Agent ->* SymmetricKey] shk;

Knowledge:
	A1: A1,A2,a3,pre,shk(A1,a3);
	A2: A2,A1,a3,pre,shk(A2,a3);
	a3: A1,A2,a3,shk(A1,a3),shk(A2,a3);
	A1,a3 share shk(A1,a3);
	A2,a3 share shk(A2,a3)

Actions:
	A1 -> A2: A1
	A2 -> A1: {|A1,N6|}shk(A2,a3)
	A1 -> a3: A1,A2,N4,{|A1,N6|}shk(A2,a3)
	a3 -> A1: {|N4,A2,K7,{|K7,N6,A1|}shk(A2,a3)|}shk(A1,a3)
	A1 -> A2: {|K7,N6,A1|}shk(A2,a3)
	A2 -> A1: {|N5|}K7
	A1 -> A2: {|pre(N5)|}K7

Goals:
	A1 authenticates A2 on N5
	A2 authenticates A1 on N5
	N5 secret between A1,A2
	A2 *->* A1: N5
	A1 authenticates a3 on K7
	A2 authenticates a3 on K7
",True,,,6,0,4,NO_ATTACK,1,A1 authenticates a3 on K7,"A1 receives K7 in step 4 encrypted with shk(A1,a3), a key shared only with a3. The inclusion of A1's nonce N4 ensures freshness and confirms the message originated from a3.",,,,
2026-04-20T21:38:12.459158,2026-04-20T21:34:06.207989,2026-04-20T21:38:12.459151,246.251,Amended_NSCK_AnB.AnBx,jg3ycd92mwnr AnB,DeepSeek,deepseek-reasoner,8387,"Protocol: jg3ycd92mwnr AnB

Types:
	Agent A1,A2,a3;
	Number N4,N5,N6;
	Symmetric_key K7;
	Function [Number -> Number] pre;
	Function [Agent,Agent ->* SymmetricKey] shk;

Knowledge:
	A1: A1,A2,a3,pre,shk(A1,a3);
	A2: A2,A1,a3,pre,shk(A2,a3);
	a3: A1,A2,a3,shk(A1,a3),shk(A2,a3);
	A1,a3 share shk(A1,a3);
	A2,a3 share shk(A2,a3)

Actions:
	A1 -> A2: A1
	A2 -> A1: {|A1,N6|}shk(A2,a3)
	A1 -> a3: A1,A2,N4,{|A1,N6|}shk(A2,a3)
	a3 -> A1: {|N4,A2,K7,{|K7,N6,A1|}shk(A2,a3)|}shk(A1,a3)
	A1 -> A2: {|K7,N6,A1|}shk(A2,a3)
	A2 -> A1: {|N5|}K7
	A1 -> A2: {|pre(N5)|}K7

Goals:
	A1 authenticates A2 on N5
	A2 authenticates A1 on N5
	N5 secret between A1,A2
	A2 *->* A1: N5
	A1 authenticates a3 on K7
	A2 authenticates a3 on K7
",True,,,6,0,5,NO_ATTACK,1,A2 authenticates a3 on K7,"A2 receives K7 in step 5 (forwarded from step 4) encrypted with shk(A2,a3), which is shared only with a3. Decryption reveals the nonce N6 that A2 generated in step 2, ensuring freshness and authentication of a3 as the source.",,,,
2026-04-20T21:40:22.020950,2026-04-20T21:38:14.461154,2026-04-20T21:40:22.020921,127.56,AnBx_BlindForwarding_AnB.AnBx,kr4q3grmu945 AnB,DeepSeek,deepseek-reasoner,5024,"Protocol: kr4q3grmu945 AnB

Types:
	Number N4;
	Agent A2,A3,A1;		# Certified
	Function [Agent,Agent ->* Number] ccn;
	Number empty;
	Function [Agent -> PublicKey] sk;
	Function [Agent -> PublicKey] hk;
	Function [Agent -> PublicKey] pk;
	Function [Untyped -> Hash] hash;
	Function [Untyped,HmacKey -> Hmac] hmac;

Knowledge:
	A2: A2,A3,A1,inv(pk(A2)),inv(hk(A2)),inv(sk(A2)),empty,pk,hk,sk,hash,hmac,ccn(A2,A1);
	A3: A2,A3,A1,inv(pk(A3)),inv(hk(A3)),inv(sk(A3)),empty,pk,hk,sk,hash,hmac;
	A1: A2,A3,A1,inv(pk(A1)),inv(hk(A1)),inv(sk(A1)),empty,pk,hk,sk,hash,hmac,ccn(A2,A1);
	A2,A1 share ccn(A2,A1)

Actions:
	A2 -> A3: {{ccn(A2,A1),A1}inv(sk(A2))}pk(A1)
	A3 -> A1: {{ccn(A2,A1),A1}inv(sk(A2))}pk(A1)

Goals:
	A1 weakly authenticates A2 on ccn(A2,A1)
	ccn(A2,A1) secret between A2,A1
",True,,,2,0,0,NO_ATTACK,1,"A1 weakly authenticates A2 on ccn(A2,A1)","The message {{ccn(A2,A1),A1}inv(sk(A2))}pk(A1) is signed with A2's private key and encrypted with A1's public key. A1 can decrypt with inv(pk(A1)) and verify the signature using sk(A2), confirming A2 as the source of ccn(A2,A1). No forgery is possible without inv(sk(A2)), and weak authentication (aliveness) holds as A2 participates in sending the message.",,,,
2026-04-20T21:40:22.020950,2026-04-20T21:38:14.461154,2026-04-20T21:40:22.020921,127.56,AnBx_BlindForwarding_AnB.AnBx,kr4q3grmu945 AnB,DeepSeek,deepseek-reasoner,5024,"Protocol: kr4q3grmu945 AnB

Types:
	Number N4;
	Agent A2,A3,A1;		# Certified
	Function [Agent,Agent ->* Number] ccn;
	Number empty;
	Function [Agent -> PublicKey] sk;
	Function [Agent -> PublicKey] hk;
	Function [Agent -> PublicKey] pk;
	Function [Untyped -> Hash] hash;
	Function [Untyped,HmacKey -> Hmac] hmac;

Knowledge:
	A2: A2,A3,A1,inv(pk(A2)),inv(hk(A2)),inv(sk(A2)),empty,pk,hk,sk,hash,hmac,ccn(A2,A1);
	A3: A2,A3,A1,inv(pk(A3)),inv(hk(A3)),inv(sk(A3)),empty,pk,hk,sk,hash,hmac;
	A1: A2,A3,A1,inv(pk(A1)),inv(hk(A1)),inv(sk(A1)),empty,pk,hk,sk,hash,hmac,ccn(A2,A1);
	A2,A1 share ccn(A2,A1)

Actions:
	A2 -> A3: {{ccn(A2,A1),A1}inv(sk(A2))}pk(A1)
	A3 -> A1: {{ccn(A2,A1),A1}inv(sk(A2))}pk(A1)

Goals:
	A1 weakly authenticates A2 on ccn(A2,A1)
	ccn(A2,A1) secret between A2,A1
",True,,,2,0,1,NO_ATTACK,1,"ccn(A2,A1) secret between A2,A1","ccn(A2,A1) is encrypted with A1's public key pk(A1) in the message, and only A1 possesses the private key inv(pk(A1)) to decrypt it. A3 and potential intruders cannot access ccn(A2,A1) without inv(pk(A1)), ensuring secrecy between A2 and A1.",,,,
2026-04-20T21:42:18.455615,2026-04-20T21:40:24.025349,2026-04-20T21:42:18.455606,114.43,AnBx_Fresh_from_A_AnB.AnBx,B12w0lqgl5j10 AnB,DeepSeek,deepseek-reasoner,4561,"Protocol: B12w0lqgl5j10 AnB

Types:
	Agent A2;
	Agent A1;		# Certified
	Number N3;
	Number empty;
	Function [Agent -> PublicKey] sk;
	Function [Agent -> PublicKey] hk;
	Function [Agent -> PublicKey] pk;
	Function [Untyped -> Hash] hash;
	Function [Untyped,HmacKey -> Hmac] hmac;
	SeqNumber SQNx1;

Knowledge:
	A1: A1,A2,inv(pk(A1)),inv(hk(A1)),inv(sk(A1)),empty,pk,hk,sk,hash,hmac;
	A2: A1,A2,empty,pk,hk,sk,hash,hmac

Actions:
	A1 -> A2: {N3,SQNx1,A2}inv(sk(A1))

Goals:
	A2 authenticates A1 on N3
",True,,,1,0,0,ATTACK,1,A2 authenticates A1 on N3,"Replay attack: Intruder can eavesdrop the signed message {N3,SQNx1,A2}inv(sk(A1)) and replay it to A2. A2 verifies the signature but cannot distinguish a fresh message from a replayed one because there is no challenge from A2 and no specified mechanism for A2 to check freshness of N3 or SQNx1. Thus, authentication on N3 is violated as A2 may accept a stale N3 as fresh.",,,,
2026-04-20T21:46:18.346095,2026-04-20T21:42:20.459673,2026-04-20T21:46:18.346085,237.886,AnBx_Fresh_from_A_with_DH_AnB.AnBx,Dgszstlk1uz5 AnB,DeepSeek,deepseek-reasoner,8639,"Protocol: Dgszstlk1uz5 AnB

Types:
	Agent A1,A2;
	Number N3,N4,g,N5,N6;
	Function [Agent -> PublicKey] pk,sk;
	Function [Untyped -> Number] hash;

Knowledge:
	A1: A1,A2,pk,sk,inv(sk(A1)),inv(pk(A1)),hash,g;
	A2: A1,A2,pk,sk,hash,g

Actions:
	A1 -> A2: exp(g,N5)
	A2 -> A1: {exp(g,N6),N4,A2}pk(A1)
	A1 -> A2: {|N4,hash({A2,N3}inv(sk(A1)))|}exp(exp(g,N5),N6),{A2,N3}inv(sk(A1))

Goals:
	A2 authenticates A1 on N3
",True,,,1,0,0,NO_ATTACK,1,A2 authenticates A1 on N3,"The final message includes a signature from A1 on (A2, N3) and a symmetric encryption under the Diffie-Hellman shared key that binds the signature to the fresh nonce N4 from A2. An intruder cannot compute the shared key without knowing one of the exponents, and cannot forge the symmetric encryption without the key. Replay attacks are prevented by the freshness of N4.",,,,
