timestamp,start_time,end_time,duration_seconds,protocol_file,protocol_name,provider,model,tokens_used,full_protocol,parse_valid,parse_issues,api_error,llm_total_goals,ofmc_total_goals,llm_goal_index,llm_attack,llm_number_goals,llm_goal,llm_reasoning,ofmc_attack,ofmc_number_goals,ofmc_goal,ofmc_all_verdicts
2026-04-23T23:43:26.471395,2026-04-23T23:42:20.841496,2026-04-23T23:43:26.471381,65.63,Amended_NSCK_AnB.AnBx,jg3ycd92mwnr AnB,DeepSeek,deepseek-reasoner,7404,"Protocol: jg3ycd92mwnr AnB

Types:
	Agent A1,A2,a3;
	Number N4,N5,N6;
	Symmetric_key K7;
	Function [Number -> Number] pre;
	Function [Agent,Agent ->* SymmetricKey] shk;

Knowledge:
	A1: A1,A2,a3,pre,shk(A1,a3);
	A2: A2,A1,a3,pre,shk(A2,a3);
	a3: A1,A2,a3,shk(A1,a3),shk(A2,a3);
	A1,a3 share shk(A1,a3);
	A2,a3 share shk(A2,a3)

Actions:
	A1 -> A2: A1
	A2 -> A1: {|A1,N6|}shk(A2,a3)
	A1 -> a3: A1,A2,N4,{|A1,N6|}shk(A2,a3)
	a3 -> A1: {|N4,A2,K7,{|K7,N6,A1|}shk(A2,a3)|}shk(A1,a3)
	A1 -> A2: {|K7,N6,A1|}shk(A2,a3)
	A2 -> A1: {|N5|}K7
	A1 -> A2: {|pre(N5)|}K7

Goals:
	A1 authenticates A2 on N5
	A2 authenticates A1 on N5
	N5 secret between A1,A2
	A2 *->* A1: N5
	A1 authenticates a3 on K7
	A2 authenticates a3 on K7
",True,,,6,0,0,NO_ATTACK,1,A1 authenticates A2 on N5,"A1 receives N5 encrypted under K7, which is known only to A1, A2, and a3. Since a3 is honest and does not send such messages, A1 can infer the message originated from A2. The key K7 is established in step 4 with freshness from N4, and step 6 is the first use of K7 by A2, preventing replay attacks.",,,,
2026-04-23T23:43:26.471395,2026-04-23T23:42:20.841496,2026-04-23T23:43:26.471381,65.63,Amended_NSCK_AnB.AnBx,jg3ycd92mwnr AnB,DeepSeek,deepseek-reasoner,7404,"Protocol: jg3ycd92mwnr AnB

Types:
	Agent A1,A2,a3;
	Number N4,N5,N6;
	Symmetric_key K7;
	Function [Number -> Number] pre;
	Function [Agent,Agent ->* SymmetricKey] shk;

Knowledge:
	A1: A1,A2,a3,pre,shk(A1,a3);
	A2: A2,A1,a3,pre,shk(A2,a3);
	a3: A1,A2,a3,shk(A1,a3),shk(A2,a3);
	A1,a3 share shk(A1,a3);
	A2,a3 share shk(A2,a3)

Actions:
	A1 -> A2: A1
	A2 -> A1: {|A1,N6|}shk(A2,a3)
	A1 -> a3: A1,A2,N4,{|A1,N6|}shk(A2,a3)
	a3 -> A1: {|N4,A2,K7,{|K7,N6,A1|}shk(A2,a3)|}shk(A1,a3)
	A1 -> A2: {|K7,N6,A1|}shk(A2,a3)
	A2 -> A1: {|N5|}K7
	A1 -> A2: {|pre(N5)|}K7

Goals:
	A1 authenticates A2 on N5
	A2 authenticates A1 on N5
	N5 secret between A1,A2
	A2 *->* A1: N5
	A1 authenticates a3 on K7
	A2 authenticates a3 on K7
",True,,,6,0,1,NO_ATTACK,1,A2 authenticates A1 on N5,"A2 receives {|pre(N5)|}K7 from A1, which requires knowledge of N5 and K7. Only A1 and a3 know K7, but a3 is honest and does not send such messages. The freshness is ensured because N5 is a fresh nonce chosen by A2, and the response is bound to it via pre(N5).",,,,
2026-04-23T23:43:26.471395,2026-04-23T23:42:20.841496,2026-04-23T23:43:26.471381,65.63,Amended_NSCK_AnB.AnBx,jg3ycd92mwnr AnB,DeepSeek,deepseek-reasoner,7404,"Protocol: jg3ycd92mwnr AnB

Types:
	Agent A1,A2,a3;
	Number N4,N5,N6;
	Symmetric_key K7;
	Function [Number -> Number] pre;
	Function [Agent,Agent ->* SymmetricKey] shk;

Knowledge:
	A1: A1,A2,a3,pre,shk(A1,a3);
	A2: A2,A1,a3,pre,shk(A2,a3);
	a3: A1,A2,a3,shk(A1,a3),shk(A2,a3);
	A1,a3 share shk(A1,a3);
	A2,a3 share shk(A2,a3)

Actions:
	A1 -> A2: A1
	A2 -> A1: {|A1,N6|}shk(A2,a3)
	A1 -> a3: A1,A2,N4,{|A1,N6|}shk(A2,a3)
	a3 -> A1: {|N4,A2,K7,{|K7,N6,A1|}shk(A2,a3)|}shk(A1,a3)
	A1 -> A2: {|K7,N6,A1|}shk(A2,a3)
	A2 -> A1: {|N5|}K7
	A1 -> A2: {|pre(N5)|}K7

Goals:
	A1 authenticates A2 on N5
	A2 authenticates A1 on N5
	N5 secret between A1,A2
	A2 *->* A1: N5
	A1 authenticates a3 on K7
	A2 authenticates a3 on K7
",True,,,6,0,2,NO_ATTACK,1,"N5 secret between A1,A2","N5 is transmitted only encrypted under K7, which is shared exclusively among A1, A2, and the trusted server a3. No other agent can decrypt to obtain N5. The response pre(N5) does not reveal N5 due to the one-way property of pre.",,,,
2026-04-23T23:43:26.471395,2026-04-23T23:42:20.841496,2026-04-23T23:43:26.471381,65.63,Amended_NSCK_AnB.AnBx,jg3ycd92mwnr AnB,DeepSeek,deepseek-reasoner,7404,"Protocol: jg3ycd92mwnr AnB

Types:
	Agent A1,A2,a3;
	Number N4,N5,N6;
	Symmetric_key K7;
	Function [Number -> Number] pre;
	Function [Agent,Agent ->* SymmetricKey] shk;

Knowledge:
	A1: A1,A2,a3,pre,shk(A1,a3);
	A2: A2,A1,a3,pre,shk(A2,a3);
	a3: A1,A2,a3,shk(A1,a3),shk(A2,a3);
	A1,a3 share shk(A1,a3);
	A2,a3 share shk(A2,a3)

Actions:
	A1 -> A2: A1
	A2 -> A1: {|A1,N6|}shk(A2,a3)
	A1 -> a3: A1,A2,N4,{|A1,N6|}shk(A2,a3)
	a3 -> A1: {|N4,A2,K7,{|K7,N6,A1|}shk(A2,a3)|}shk(A1,a3)
	A1 -> A2: {|K7,N6,A1|}shk(A2,a3)
	A2 -> A1: {|N5|}K7
	A1 -> A2: {|pre(N5)|}K7

Goals:
	A1 authenticates A2 on N5
	A2 authenticates A1 on N5
	N5 secret between A1,A2
	A2 *->* A1: N5
	A1 authenticates a3 on K7
	A2 authenticates a3 on K7
",True,,,6,0,3,NO_ATTACK,1,A2 *->* A1: N5,"The message {|N5|}K7 from A2 to A1 is encrypted with K7, which only A2, A1, and a3 know. An intruder cannot alter the value of N5 without knowing K7. Even if the message is replayed, the value N5 still originates from A2, satisfying the non-injective agreement.",,,,
2026-04-23T23:43:26.471395,2026-04-23T23:42:20.841496,2026-04-23T23:43:26.471381,65.63,Amended_NSCK_AnB.AnBx,jg3ycd92mwnr AnB,DeepSeek,deepseek-reasoner,7404,"Protocol: jg3ycd92mwnr AnB

Types:
	Agent A1,A2,a3;
	Number N4,N5,N6;
	Symmetric_key K7;
	Function [Number -> Number] pre;
	Function [Agent,Agent ->* SymmetricKey] shk;

Knowledge:
	A1: A1,A2,a3,pre,shk(A1,a3);
	A2: A2,A1,a3,pre,shk(A2,a3);
	a3: A1,A2,a3,shk(A1,a3),shk(A2,a3);
	A1,a3 share shk(A1,a3);
	A2,a3 share shk(A2,a3)

Actions:
	A1 -> A2: A1
	A2 -> A1: {|A1,N6|}shk(A2,a3)
	A1 -> a3: A1,A2,N4,{|A1,N6|}shk(A2,a3)
	a3 -> A1: {|N4,A2,K7,{|K7,N6,A1|}shk(A2,a3)|}shk(A1,a3)
	A1 -> A2: {|K7,N6,A1|}shk(A2,a3)
	A2 -> A1: {|N5|}K7
	A1 -> A2: {|pre(N5)|}K7

Goals:
	A1 authenticates A2 on N5
	A2 authenticates A1 on N5
	N5 secret between A1,A2
	A2 *->* A1: N5
	A1 authenticates a3 on K7
	A2 authenticates a3 on K7
",True,,,6,0,4,NO_ATTACK,1,A1 authenticates a3 on K7,"A1 receives K7 in step 4 encrypted with shk(A1,a3) and containing its own nonce N4. This confirms freshness and proves that the message originated from a3, as only a3 and A1 know shk(A1,a3). The ticket {|K7,N6,A1|}shk(A2,a3) inside does not affect this authentication.",,,,
2026-04-23T23:43:26.471395,2026-04-23T23:42:20.841496,2026-04-23T23:43:26.471381,65.63,Amended_NSCK_AnB.AnBx,jg3ycd92mwnr AnB,DeepSeek,deepseek-reasoner,7404,"Protocol: jg3ycd92mwnr AnB

Types:
	Agent A1,A2,a3;
	Number N4,N5,N6;
	Symmetric_key K7;
	Function [Number -> Number] pre;
	Function [Agent,Agent ->* SymmetricKey] shk;

Knowledge:
	A1: A1,A2,a3,pre,shk(A1,a3);
	A2: A2,A1,a3,pre,shk(A2,a3);
	a3: A1,A2,a3,shk(A1,a3),shk(A2,a3);
	A1,a3 share shk(A1,a3);
	A2,a3 share shk(A2,a3)

Actions:
	A1 -> A2: A1
	A2 -> A1: {|A1,N6|}shk(A2,a3)
	A1 -> a3: A1,A2,N4,{|A1,N6|}shk(A2,a3)
	a3 -> A1: {|N4,A2,K7,{|K7,N6,A1|}shk(A2,a3)|}shk(A1,a3)
	A1 -> A2: {|K7,N6,A1|}shk(A2,a3)
	A2 -> A1: {|N5|}K7
	A1 -> A2: {|pre(N5)|}K7

Goals:
	A1 authenticates A2 on N5
	A2 authenticates A1 on N5
	N5 secret between A1,A2
	A2 *->* A1: N5
	A1 authenticates a3 on K7
	A2 authenticates a3 on K7
",True,,,6,0,5,NO_ATTACK,1,A2 authenticates a3 on K7,"A2 receives K7 in step 5 encrypted with shk(A2,a3) and containing its own nonce N6. This ensures freshness and that a3 generated K7. Only a3 and A2 know shk(A2,a3), so the message cannot be forged by an intruder.",,,,
2026-04-23T23:44:04.586329,2026-04-23T23:43:28.475547,2026-04-23T23:44:04.586320,36.111,AnBx_BlindForwarding_AnB.AnBx,kr4q3grmu945 AnB,DeepSeek,deepseek-reasoner,4596,"Protocol: kr4q3grmu945 AnB

Types:
	Number N4;
	Agent A2,A3,A1;		# Certified
	Function [Agent,Agent ->* Number] ccn;
	Number empty;
	Function [Agent -> PublicKey] sk;
	Function [Agent -> PublicKey] hk;
	Function [Agent -> PublicKey] pk;
	Function [Untyped -> Hash] hash;
	Function [Untyped,HmacKey -> Hmac] hmac;

Knowledge:
	A2: A2,A3,A1,inv(pk(A2)),inv(hk(A2)),inv(sk(A2)),empty,pk,hk,sk,hash,hmac,ccn(A2,A1);
	A3: A2,A3,A1,inv(pk(A3)),inv(hk(A3)),inv(sk(A3)),empty,pk,hk,sk,hash,hmac;
	A1: A2,A3,A1,inv(pk(A1)),inv(hk(A1)),inv(sk(A1)),empty,pk,hk,sk,hash,hmac,ccn(A2,A1);
	A2,A1 share ccn(A2,A1)

Actions:
	A2 -> A3: {{ccn(A2,A1),A1}inv(sk(A2))}pk(A1)
	A3 -> A1: {{ccn(A2,A1),A1}inv(sk(A2))}pk(A1)

Goals:
	A1 weakly authenticates A2 on ccn(A2,A1)
	ccn(A2,A1) secret between A2,A1
",True,,,2,0,0,NO_ATTACK,1,"A1 weakly authenticates A2 on ccn(A2,A1)","The protocol sends a signed message {ccn(A2,A1), A1}inv(sk(A2)) encrypted under pk(A1). Only A2 can produce the signature, and only A1 can decrypt the ciphertext. Weak authentication does not require freshness; replays still originate from A2. Hence, no attack is possible on this goal.",,,,
2026-04-23T23:44:04.586329,2026-04-23T23:43:28.475547,2026-04-23T23:44:04.586320,36.111,AnBx_BlindForwarding_AnB.AnBx,kr4q3grmu945 AnB,DeepSeek,deepseek-reasoner,4596,"Protocol: kr4q3grmu945 AnB

Types:
	Number N4;
	Agent A2,A3,A1;		# Certified
	Function [Agent,Agent ->* Number] ccn;
	Number empty;
	Function [Agent -> PublicKey] sk;
	Function [Agent -> PublicKey] hk;
	Function [Agent -> PublicKey] pk;
	Function [Untyped -> Hash] hash;
	Function [Untyped,HmacKey -> Hmac] hmac;

Knowledge:
	A2: A2,A3,A1,inv(pk(A2)),inv(hk(A2)),inv(sk(A2)),empty,pk,hk,sk,hash,hmac,ccn(A2,A1);
	A3: A2,A3,A1,inv(pk(A3)),inv(hk(A3)),inv(sk(A3)),empty,pk,hk,sk,hash,hmac;
	A1: A2,A3,A1,inv(pk(A1)),inv(hk(A1)),inv(sk(A1)),empty,pk,hk,sk,hash,hmac,ccn(A2,A1);
	A2,A1 share ccn(A2,A1)

Actions:
	A2 -> A3: {{ccn(A2,A1),A1}inv(sk(A2))}pk(A1)
	A3 -> A1: {{ccn(A2,A1),A1}inv(sk(A2))}pk(A1)

Goals:
	A1 weakly authenticates A2 on ccn(A2,A1)
	ccn(A2,A1) secret between A2,A1
",True,,,2,0,1,NO_ATTACK,1,"ccn(A2,A1) secret between A2,A1","The value ccn(A2,A1) is protected inside an asymmetric encryption with pk(A1). Only A1 possesses the corresponding private key inv(pk(A1)). The intruder and A3 cannot decrypt the ciphertext, and the signature does not leak the value. No other protocol steps reveal the secret, so confidentiality holds.",,,,
2026-04-23T23:44:33.596997,2026-04-23T23:44:06.590674,2026-04-23T23:44:33.596988,27.006,AnBx_Fresh_from_A_AnB.AnBx,B12w0lqgl5j10 AnB,DeepSeek,deepseek-reasoner,3507,"Protocol: B12w0lqgl5j10 AnB

Types:
	Agent A2;
	Agent A1;		# Certified
	Number N3;
	Number empty;
	Function [Agent -> PublicKey] sk;
	Function [Agent -> PublicKey] hk;
	Function [Agent -> PublicKey] pk;
	Function [Untyped -> Hash] hash;
	Function [Untyped,HmacKey -> Hmac] hmac;
	SeqNumber SQNx1;

Knowledge:
	A1: A1,A2,inv(pk(A1)),inv(hk(A1)),inv(sk(A1)),empty,pk,hk,sk,hash,hmac;
	A2: A1,A2,empty,pk,hk,sk,hash,hmac

Actions:
	A1 -> A2: {N3,SQNx1,A2}inv(sk(A1))

Goals:
	A2 authenticates A1 on N3
",True,,,1,0,0,ATTACK,1,A2 authenticates A1 on N3,"The message {N3,SQNx1,A2}inv(sk(A1)) is signed by A1, providing origin authentication. However, A2 has no mechanism to verify freshness: the sequence number SQNx1 is not stored or compared, and there is no challenge-response. An intruder can replay the message to A2 in a later session, causing A2 to accept the same N3 again, breaking the injective agreement required for 'authenticates ... on N3'. Hence a replay attack is possible.",,,,
2026-04-23T23:45:14.877517,2026-04-23T23:44:35.600469,2026-04-23T23:45:14.877514,39.277,AnBx_Fresh_from_A_with_DH_AnB.AnBx,Dgszstlk1uz5 AnB,DeepSeek,deepseek-reasoner,4621,"Protocol: Dgszstlk1uz5 AnB

Types:
	Agent A1,A2;
	Number N3,N4,g,N5,N6;
	Function [Agent -> PublicKey] pk,sk;
	Function [Untyped -> Number] hash;

Knowledge:
	A1: A1,A2,pk,sk,inv(sk(A1)),inv(pk(A1)),hash,g;
	A2: A1,A2,pk,sk,hash,g

Actions:
	A1 -> A2: exp(g,N5)
	A2 -> A1: {exp(g,N6),N4,A2}pk(A1)
	A1 -> A2: {|N4,hash({A2,N3}inv(sk(A1)))|}exp(exp(g,N5),N6),{A2,N3}inv(sk(A1))

Goals:
	A2 authenticates A1 on N3
",True,,,1,0,0,NO_ATTACK,1,A2 authenticates A1 on N3,"The protocol provides a direct signature {A2, N3}inv(sk(A1)) from A1, which A2 can verify using pk(A1). This signature is bound to the session by the nonce N4 (generated by A2 and echoed inside a symmetric encryption under the Diffie-Hellman key) and by the inclusion of A2's identity. An attacker cannot forge the signature without inv(sk(A1)), and cannot replay it because the symmetric encryption includes N4, which A2 checks for freshness. A man-in-the-middle attack fails because the attacker cannot compute the correct Diffie-Hellman key to produce a matching symmetric encryption. Therefore, A2's belief that A1 generated N3 for this session is justified, and the goal holds in the symbolic model.",,,,
